inputs,rating,id,word_length,date
"""App was showing me cab is 5 minutes away. By the time I come down from my building and reach my society gate. The cab was there but drive didn't allow me to seat. He said I have cancelled ur ride. He didn't even call me before canceling it. It was quite rude. Never expected such kind of experience with uber.""",1,2083,309,2017-04-19
"""It's August 2nd here in Dallas Texas and it is raining very hard. I called for an Uber ride to go to an ortho appointment that I have at Parkland Hospital. I was involved in horrific accident in January and my leg was nearly severed and it was saved from being amputated. I've been in a wheelchair for months today was my first to leave the house without a wheelchair or a walker to go to an appointment. It was pouring rain and the driver pulled up.""",1,2084,450,2017-08-02
"""I've had a really great experience with Uber as a customer. I've been lucky to have had professional, timely, and friendly drivers who easily put me at ease, and got me to my destination safely, and in a timely manner.""",5,2085,218,2019-03-10
"""Undisclosed charges and fees - This company does not offer support to its driver partners. They adjust fare payments without giving the driver notice and close http links to access driver support and withhold account information. I haven't received full payment for service rendered and can not reach a live person or received a chat response to resolve it.""",1,2086,357,2017-02-14
"""I decided to take Uber to the Airport instead of hiring a service the day before (savings $25). I know my rating with Uber is 5 stars (I asked every driver I'd ever ran into)._x000D_After waiting for 12' to arrive, the first Uber driver that accepted my request came to 3 blocks of my building and cancelled. The second one also cancelled after a few minutes and so did a third one. Now I was out of time so I called a Taxi cab company and hired a regular cab. No more Uber to the Aiport at LAX for me._x000D_I read other postings and what happens seems to be that the driver do not make enough money and they also work for other services like Lift. They accept a fare and if before they pick you up a better fare appears on the other service, they cancel the pick up and there you are, back to square one._x000D_Again, if it is important to be on time, no Uber for me..""",2,2087,870,2016-01-04
"""I set up an Uber account in June 2018 for a trip scheduled to Seattle. I used the train system instead of Uber, however, someone had used my account several times in foreign countries and edited my personal account. I've tried several times to reach someone to cancel/refund my account but keep get redirected to use the â€œhelpâ€ link within my account. I'm unable to communicate through the help link because the person whose edited my account has access to it! It's crazy. I've sent a message through â€œGet Human Servicesâ€ for Uber to contact me immediately and provided my cell last week - still no follow-up. Uber has no customer services value and clearly shows it. I'm appalled at their lack of services that get so much national exposure/marketing. All I want is to have safety of my personal information and stop others from using it. Be aware of your potential risks before signing up.""",1,2088,899,2018-12-19
"""Saturday, May 5th late morning, I used Uber for a 20 minute drive from my home to a high school where my chorus was performing a concert. I have used Uber a number of times in the past with positive results. I carried only a light suit bag with me. No food or drinks. I agreed to the $17 fare and was delivered without any delays. Later in the day, my email showed a double charge...two $17 charges at exactly the same time...an honest error, I thought. The next morning they emailed to notify they were correcting my charge to add an $80 cleaning fee! I am disputing this, but the truth is the driver was creating extra charges. I didn't spill or do anything to his vehicle, nor did he advise me of adding a cleaning fee. He complained endlessly during the trip of his late car payment. I won't use Uber again since this is a nearly impossible dispute. They apparently accept the drivers word with no proof.""",1,2089,908,2018-05-08
"""Charged me 13$ To get dropped off at airport Could not speak English dropped me off in a parking lot across from airport !! Took uber home from airport got charged 50.73.  It's impossible to contact someon there. And it was my second mom English speaking cabbie. Who's car stunk like yellow cabs. Cabbies.   Frustrated.""",1,2090,319,2016-02-25
"""First of all, this company is a total fraud, they tell their drivers they make 20 an hour which is total lie, you makeless than minimum wage, you have to also factor fuel costs, wear and tear of youof car and a lot of oil changes, bottom line is this company isn't worth the trouble, please don't sign up for Uber, you only be their for few months and then deactivate you and stuck paying car payments and no job. As a passenger it's great until your credit card is abused, take a cab it's safer on you and your credit card""",1,2091,523,2015-06-09
"""The Uber drivers that we used were OK. One was creepy and the other two ladies were nice. The one thing they all had in common, they were SLOW. They drive way below the speed limit and I felt like I was never going to get to my destination.""",3,2092,240,2017-09-04
"""Uber first tried to charge me for 2 incorrect rides that I did not take. When I disputed with my credit card company- Wells Fargo - they ONLY removed the rides I did not take. Uber is stating I did not pay for the 2 rides I did take. I sent proof of screen shots from wells fargo site and even spoke to wells 2 times where they say I did pay and it was not retracted. You cannot call Uber and speak to someone. They just keep replying back that I did not pay. I cannot even book another ride.""",1,2093,492,2017-05-30
"""I suppose my 1st; emotional review was rejected by this site because it was anonymous. Too bad because people say all truths with 1st story. So because they decided to support Uber and not post my real-life experiences, hear it a filtered narrative. I work for Uber but before I worked for Uber I was a passenger. Uber - Passenger: Uber is pre-installed on ALL androids because some politician was paid and lobbyist got this approved. This is probably why this company gets away with so much **. Uber is a technology and is run from Philippines or India with some fake headquarters in California. I called the California attorney general to issue complaints â€“ THAT HOW I FOUND OUT.""",1,2094,683,2019-04-27
"""It is quite obvious that the majority of the reviews here are being submitted by Lyft/SideCar associates and cab drivers. There are many tip-offs that support this fact. The reviews with the improper grammar, choppy sentences, and misspellings (even with spellcheck) are mostly cab driver reviews or reviews entered on behalf of them. The more sophisticated and technical reviews that describe the theories, methods, and inner workings of Uber and Uber technology are obviously Lyft or Sidecar associates. Hey, nice try though. If I had not been driving for Uber and using Uber personally for more than a year I may have fell for your BS reviews and stories myself. I'm not saying all of these reviews are bogus, but I would say that 70 to 80 percent of these reviews are. Geez...who complains about rates that they agree to before hand? I don't see anyone writing positive reviews about the 93 cents a mile fares or riding in nice, clean vehicles that don't wreak of cigarette smoke! Get a life Lyft and cabbies...and welcome to the 21st century!""",5,2095,1047,2016-01-10
"""I take Uber to work at least 4 times a week - yesterday I get a driver, Steven, who was a complete ** and claimed he didn't know the Philly and was at the mercy of his GPS. As shown by the map, he clearly is a dishonest driver and a danger to passengers and other drivers. After such a horrible experience and not to mention being late for work, I will never take Uber again.""",1,2096,375,2016-10-27
"""I have been working for Uber as a driver for several months now and have never had a problem with them until now. About 2 weeks ago while on my shift I picked up 2 really intoxicated females. One proceeded to sit in the front passenger seat. While on route to drop them off at their destination the front passenger refused to put on her seat belt and was very obnoxious. She finally fastened her seat belt, then said she felt like throwing up. In the process she tries to yank my glove compartment open and kept messing with it to the point that she broke it, after breaking my glove compartment she vomited all over the inside and outside of my vehicle.""",1,2097,654,2016-08-12
"""All the convenience of a taxi at half the price. They are there in minutes rather than the unknown taxi ETA. They are always friendly. The cars are usually clean and smell good. I don't ever use taxis anymore. You can schedule a day and time to be picked up too. And that's very nice.""",5,2098,284,2018-07-20
"""I have been a loyal customer of Uber. I cannot even get a hold of anyone. The drivers have been great. However their charging system is unprofessional and unreliable. I am going to have to report lost or stolen due to them. They do surcharges which flash so fast you don't even get a chance to see their charges. They also start charging you for rides that you do not even take or had even requested or even authorized. This is how they get your money and scam you. I wouldn't trust Uber unless it is a once in awhile type of thing, because when you are a continuous customer they drain your account and if you don't watch it closely you could be overdrawn with many fees. Luckily I watch mine. I am going to have to go to Lyft. Hopefully they are better.""",1,2099,755,2017-03-16
"""Overpriced for going small distances, treats employees awful, let's underage children order rides. Find better service they just f$#@ people all day""",1,2100,148,2017-03-07
"""Try to contact anybody on Uber either by phone or the internet. These idiots that run Uber do not realize that they can also go under. Nobody is too big to fail. I can do without Uber. They can go to hell.""",1,2101,205,2018-04-06
"""I had driven to KCVG to leave a rental car. Having used Uber oh let say a half dozen time in my life. I charge up my phone that had gone dead. Now at the Avis rental car return the system informed me to drive over to the terminal. This is after the Avis agent informs me \""Oh yes. Uber picks up here.\"" I follow the instructions Uber gave. I take the shuttle to terminal and do not summon ride until at pickup site. Here is the hurtful thing... Now I could be wrong. While I am looking at the drive from Lyft I get this call from the Uber driver... \""I am outside...\"" the way the exchange starts.""",1,2102,593,2017-10-29
"""Uber drivers need to retake their driving test because they can't can't drive. You guys get confused with directions too much. Uberpool rips off customers to make the most bang for there buck. I was literally late for work cuz we had to pick up some bozo in the opposite direction. And UberEats some B!@#$ ate my apple pie I ordered. Im not gonna go into details about that tho! Boycott Uber""",1,2103,391,2017-12-07
"""Do not use Uber!!! I used Uber almost every day for the past 6 months and this past Friday I was charged $58 for a $8 ride!! The driver reported that I spilled something in her backseat. Upon me entering the car I told the driver that there was a little spill and she replied \""It's ok I have napkins upfront\"". There wasn't a letter or email to inform me that an additional $50 was being extracted from my account. I am a student and that money was for my senior dues, smh. Thanks Uber!!! STAY AWAY FROM UBER. USE LYFT THEY ARE MORE AFFORDABLE THAN UBER AND YOU FREE RIDES!!! If you do use Uber keep track of your account so they don't rob you like they robbed me.""",1,2104,663,2016-03-07
"""Unable to sign in to app. Able to sign in to website, but cannot update any information. Cannot add credit card or payment option. Cannot find a way to use their advance ride scheduling. Contacted support, which was absolutely useless. They did not address my issues at all. NUTS!!!""",1,2105,282,2019-01-07
"""I requested a ride to a medical office that was 0.9 miles from where Uber picked me up. After driving a few miles I questioned if this was correct. I'm not familiar with the area and didn't know exactly where I had to be. The driver pulled into a parking lot and checked her gps and said her Uber app was incorrect. After going 8 or 9 miles I was dropped off at my destination and instructed to contact Uber for a credit. I never tried to change my destination and she always had the exact address. I was charged $20.25 for a ride that should have been 0.9 miles from where I was picked up. After several emails back and forth I am now being charged $15.67 because my ride wasn't timed properly! This is supposed to reflect my proper pick up and destination! If the driver makes a mistake or can't use equipment properly customers shouldn't have to pay for it!""",1,2106,860,2017-06-27
"""I've been an Uber driver for over two years and despite my one star rating there are a lot of things I love about driving for Uber, and none of them have to do with the actual company. The things I like for instance meeting new people and seeing new sites have to do with industry itself and the fact that most people are generally nice. """,1,2107,338,2018-11-16
"""Was traveling home late one night, saw an extremely drunk girl on bart. She was stumbling around and said she was going to drive home. I said I would pay for her Uber to make sure she got home safely so she didn't kill anyone, then got whacked with a $150 charge. Apparently she got sick. I understand the policy, but really? So the message is, don't be a good Samaritan. Let people drive home drunk and kill themselves and others.""",1,2108,431,2016-11-27
"""I have had a few great experiences and a couple of bad experiences. Worst experience was being picked up in an emergency situation when I needed to get to the hospital to visit someone. I was in a hurry and we were already on the highway when I realized the driver reeked of alcohol and was completely intoxicated, weaving in and out of lanes and could not keep the car between the lanes. The second time with Uber that was bad was when the driver made a couple of stops along the way taking me to my destination. These stops were in a shady part of town and I was scared to death.""",4,2109,581,2019-03-18
"""Uber failed me as a customer! I was scammed out of a cleaning fee when the driver submitted a fraudulent claim against me. Uber says they have measures in place to catch false and fraudulent claims. That turned out to be a big fat lie! They never ONCE researched the validity of the picture submitted. Instead, I was accused and told \""no response needed\"" at every turn. """,1,2110,370,2018-01-17
"""Uber is $#*! and crooked !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",1,2111,110,2017-07-06
"""I signed up today because I may need a driver on a weekend. Well when I activated the app on my phone a driver showed up and kept honking the horn. I told him I didn't request a car or service yet. 3 hours later another driver showed up and told me rudely that he was going to charge me regardless. And I showed him my phone and it stated that I didn't click anything. So I deleted the app and will not sign up. If charged I will sue this company for their stupidity.""",2,2112,467,2016-04-23
"""DONT USE UBER. USE CABIFY, EASY TAXI_x000D_GET OUT OF ARGENTINA - GO AWAY UBER - YOUR SERVICE IS NEVER NEEDED AGAIN. _x000D_A few months ago I had a driver who was driving and talking on his cell. I had a year old baby and was stunned that he did that. I contacted Uber customer service..... they dont have customer service. I still had to pay the driver and they didnt FINE him a FEE!!! A month ago my husband, my 2 year old and I were trying to get the the hospital. My son was sick as a dog with a flu, it was raining cats and dogs so we ordered an Uber. The uber driver decided to pick us up 2 blocks away from our house. When my husband explained we had a kid sick, its raining so no please come to our location.... the driver was utterly belligerent, rude, nasty so we cancelled our trip. We got charged a cancellation fee. We have ordered drivers on a regular basis from our house to a train station and without fail almost ALL UBER DRIVERS cancel our rides so we end up waiting an extra 10 - 15 minutes for a replacement. My son has been late to school over and over again because of these Uber drivers. Uber will not give me a refund for the cancellation. I have had many friends use Uber and all have cancelled their accounts due to the lack of service, lack of morals, lack of respect.""",1,2113,1296,2019-09-03
"""I requested a ride from my residence to Publix grocery store, $8.48 and $5 tip. When finished shopping, I found my phone was not in my pocket. Upon exiting, the driver was outside with my phone. I had dropped it in her car and she returned it. I was very grateful. Return home was $7.15 and $5 tip (a different driver). Checked my bank account when I got home, was charged total of $48.84. Registered concern in the app. There is no customer service phone number. I was sent a message that I was charged $15 for returning my phone. Still a discrepancy. I replied and my concerned was totally dismissed. Message said complaint was resolved. Terrible service. No more Uber for me.""",1,2114,678,2017-10-19
"""They are not giving there service in Kanpur ...  #The 11th Biggest city...  Very very poor ....Why is it if they take money out of your account for the Uber rides that they have to take additional money which they say it's an authorization hold but they do not put it back for at least eight days and this is money that I cannot access and another thing if you have an Uber gift card they still want to put monies from the ride from your checking account on hold when it is confirmed that they will get paid by the Uber gift card ...I just Uber Cabs .....""",1,2115,555,2017-02-24
"""Usually I travel to DFW airport daily for my job. Yesterday I rented Uber just as I do everyday. My driver was Glorelys. I am deliberately writing this review in order to educate consumers and since Uber has monopoly is U.S. and they feel nobody or no review can harm their reputation. This, Glorelys was new immigrant from Venezuela. I just don't want to discriminate, but because of my experience I asked her when did she moved to U.S.? She didn't know a single word of English. She was talking in Spanish with me and authorities at the airport. Though I was guiding her on right path, she didn't heed my advice since she didn't understand English. She roamed around airport for 1 hour and Uber charged me $12 more than usual charge. I was late for my job. Instead of giving me refund, it charged more for driver's fault. """,1,2116,824,2018-10-16
"""I am Active Duty Army. I tried to apply to be a driver for Uber. They will not accept my valid drivers license. My license has an expectation date of 00/00/0000 because under Tennessee law it does not expire until I exit the service. Uber's automated email system kept telling me that it was expired. When I emailed the help line, I got an email back saying this:_x000D_\""we understand that you had a question about requesting an exception to our requirement for a valid State driver's license. I'm afraid that we are currently unable to allow exceptions to this requirement. We know that Active Duty Service Members may relocate frequently. While many local regulations recognize this, these terms do not necessarily apply beyond personal driving.\""_x000D_There is nothing wrong with my license, I am not asking for an exemption. My license is valid. _x000D_On top of that I had to jump through hoops to get my account reset because when I drunkenly set it up the first time I put in the wrong email._x000D_So I am beyond fed up with this company. I'm moving to Lyft!""",1,2117,1066,2017-01-15
"""The service was convenient (just a phone call and they came to our location). The drivers were always on time, courteous, and helpful. Their fee was usually less than the commercial cab fares and the vehicles were all clean and efficient.""",4,2118,238,2017-09-24
"""In Las Vegas airport Uber pickup area... The Uber guy told me he was my ride but that was not true. He had another person he was picking up, when they arrived they were too big for us all to be in car. So he made me take my luggage from his trunk and call another Uber. He was Never my driver but I didn't know that. (They all looked alike.) I wish I had his name.""",3,2119,364,2018-07-18
"""My Uber account was hacked and someone swiped $475 from my bank account. They used the Uber cash for UberEats and some rides. I contacted Uber and they agreed that since my bank card had been canceled that they would give me Uber cash credit, which I agreed to because I knew I would eventually use it. They only refunded me $225 and ignored my repeated attempts to explain that that wasn't the complete refund. After days of trying to resolve the issue, they closed my account entirely. Their \""cut\"" and \""paste\"" responses make no sense and now they're ignoring me entirely.""",1,2120,573,2019-04-15
"""I travelled with Uber driver Girish on 15th July 2018 in Pune, from Karvenagar to Pune airport. After the trip was completed, the driver asked for amount Rs. 340, and he did not mention anything about charging from my linked credit card. I paid the entire amount of Rs 340 to the driver in cash. NOW UBER IS CHARGING ME SECOND TIME FOR THE SAME TRIP, HORRIBLE CHEATING which is illegal, unethical, immoral and totally unjustified! They have refused to even talk with the concerned driver, and are constantly harassing me to pay the double amount for absolutely no reason.""",1,2121,571,2018-07-17
"""This damn service has been charging me for rides that I haven't used!!! I just notice that on my bank statement that Uber been charging me 3 to 4 rides a week. I notify my bank and they pull over 50 rides in the past 90 days that I haven' used. I'm a OTR truck driver and have 2 cars at home!!! My next step is to report Uber to the BBB and take them to court on this crap. For now on I'll take a cab and pay the extra money instead of getting ripped off by UBER!!! PEOPLE Stop using uber!!!""",1,2122,491,2017-02-05
"""Been using Uber daily for the past 2 months. At first no prob. Then the nightmare began. Out of nowhere I am being suddenly charged a booking fee of $1.65 for every ride I request. Uber explains the fee as a necessity to reduce operating costs. Why is that my problem? When you are in business you have operating costs. If you don't want these costs don't be in business. Sucking it your customers is as low a tactic as you can employ.""",1,2123,435,2016-08-04
"""Not a real frequent user, but every experience the same. Close by, on time, good drivers, nice conversation if we initiate, safe to destination, no problem at the end of the ride.""",5,2124,179,2017-09-13
"""It's very clean than yellow. Driver too. Car is spacious than yellow cab. I don't have shake a hand to catch a yellow cab before, even bad weather. They come to my place directly to pick me up, and I go Long Island, no extra charge.""",5,2125,232,2019-03-08
"""We took an Uber fare and received a notification 2 days later that there was a fare change adding $200 to the charged amount. This was done without asking any questions from us as the passengers. There were no incidents in this car! No vomiting, nobody had any drinks or food. There were 3 adults, no children. This Uber driver is either lying or confusing us with someone else. It is wrong that Uber just automatically charges the customer without asking if it is correct and the driver should have to report it immediately or have the passenger acknowledge the incident. DO NOT use Uber. They could randomly charge your card! There isn't a customer service person to speak to either. You have to try to dispute the charge by email.""",1,2126,733,2015-11-03
"""I am disabled and I waited for Uber out in the cold and wind for almost 20 minutes, when the guy said it was 4 minutes down to 1 min but never came. He was lost at the gas station which isn't the address I gave him. (It's at the corner, further than I could walk.) I finally got a new cab after 20 min. The cab driver on the way there got off the freeway on the wrong street and had to turn around, he charged me for his mistake, and the other cab driver he charged me cancellation fee. I tried to speak to Uber, but they have generic answers and don't treat your questions or concerns case by case. Maybe, I should try Lyft, I heard from a few people it is better???""",1,2127,667,2017-03-07
"""Arrived in LAX 8 hours ahead of schedule due to change of plans so our pickup wasn't available. My daughter suggested to try Uber so we did after comparing the fare going home which was about the same. A black shiny Suburban picked us up in less than 10 minutes. The van interior was clean so was the driver. He was pleasant to talk to and he drove us home safely. It was a pleasant experience that from now on, no more dirty taxis and smelly cab drivers for me.""",5,2128,462,2017-09-25
"""If you need help, real support from Uber on their website, don't bother looking. It doesn't exist. No \""Contact Us\"" or an email address or phone number. You do get directed to their Twitter feed where you can write in your question which is absurd on its face as I have never ever seen a company handle support in this way. And, you have to join Twitter just to do even this. I hate Twitter and find it stupid and useless which is why I used it for a few months years ago and deleted my account. And since I won't rejoin Twitter I cannot get in touch with Uber. """,1,2129,561,2019-01-22
"""Don't waste your money on inexperienced drivers and lousy service. It is not convenient as you think; once they have your credit card they will bill you no matter what. Avoid this scam; use normal regulated taxi service.""",1,2130,220,2015-05-20
"""In the past two weeks, I used Uber twice for one way riding same distance. The price for first time $12.00 and the second time was charged for $54.00. Next time, I rather take taxi with meter and know what you will pay for. Uber should have price quoting before pick up._x000D_Reg.is needed to review their fare practice.""",1,2131,321,2015-10-12
"""On 9/4/2016 I dropped off a rental truck in Arizona at an open well lit location. I requested an Uber ride and within 3 minutes he drove past me and then cancelled the ride. I then requested another car which just drove past me. I finally had to walk to a convenience store after my phone died and call a real taxi who promptly showed up and took me home. I complained to Uber about each driver and only after 3 emails (for each driver) did my complaint actually get read. So I deleted the app and will not use these losers again. They did give me a worthless $40 credit, I mean a credit for a car service that leaves you hanging has no value. Why am I so mad? I am handicapped and walk with a cane. Should have just called a real cab to begin with.""",1,2132,749,2016-09-20
"""We all know Uber is lousy (try Lyft instead), but here's another example: Arriving at the Fort Lauderdale airport, tried to do an Uber. It was accepted by the driver, then they called and cancelled saying it was too early for them. They told me to go to the app and cancel it myself (I assume so they could charge me and not get in trouble for cancelling a ride). This happened a second time with a different driver exactly the same. Then finally the 3rd one arrived. Uber didn't charge my credit card for the 2 cancelled fees, instead they charged it for the entire amount of the 2 rides I didn't take and they list it on their site as a cancelled, so if I wasn't paying close attention to my credit card transactions, it would have gone unnoticed. """,1,2133,750,2017-02-17
"""I have been driving for Uber for about 6 months now, and they are horrible. When I try and cash out on fast pay it's always something going on with their site. I really hate that when you call them nobody knows nothing. I sit online with Uber for over an hour and nobody even came back to the line. This company needs to be close because they are inconsistent and does nothing for no one other than Uber. I would not recommend them to nobody not even my damn dog.""",1,2134,463,2018-10-01
"""Both of my Uber drivers were prompt. The conversation was great! They made my ride very pleasant and enjoyable. Also my car was down at the time and they were a big help!""",5,2135,170,2018-07-20
"""How dare you use the word taxi you are not a taxi service and never will be .black cabs are the best in the world and you want to come in and try to ruin an iconic London trade . There is no way a self respecting London cabbie will ever sign up to your company .""",1,2136,262,2014-06-11
"""I used many times UBER rides in USA. I Visited Delhi India two weeks ago and had selected my card as the payment method but when I reached my destination the driver requested a cash payment. I thought maybe my credit card was not working here so I paid him cash, later I found out my credit card was also charged. When I requested the refund from Uber they give me excuses by automated reply like it's my fault I would have not given cash to Driver. What I supposed to do when driver is insisting to pay cash after completion of ride. At that time there was no way so I could confirm from UBER office before paying. Uber sent automated emails saying wouldn't have a refund option for this exact issue. SO NO MORE UBER.""",1,2137,718,2017-10-28
"""On January 10th I ordered an Uber, Driver requested cash payment, I immediately left the car and contacted Uber support. 3 months later on March 24th, Uber charges me a cancellation fee for this trip. I cannot dispute the charge because 30 days past the incident they are not able to make changes. Does this mean, when Uber drivers request Cash payment, we better accept it, otherwise Uber is going to charge you the cancellation fee?""",1,2138,434,2019-03-25
"""My last 2 experiences with Uber have made me use taxis which turned out to be preferable to Uber. Two weeks ago called for an Uber and my driver did not speak or understand English so I immediately got out and was still charged on Tuesday. October 24th I requested an Uber to take me to midway airport. When I received notification that my driver had arrived--I called since I was already waiting outside. He informed me that he was in Lombard. And here I was at the place I am always picked up in Chicago. Guess I am on to Lyft.""",1,2139,529,2017-10-30
"""I took Uber in France Nice yesterday twice and they charged my credit card six times. I am in shock. As I am on holidays I can't cancel my card. Needless to say I won't be using them again. I don't know what they are trying to get away with but suffice to say I shall get the charges reversed and never use them again. What is the world coming to whereby this is a common business practice? Do yourself a favor... don't use Uber. Lots of other choices.""",1,2140,452,2018-06-08
"""Uber has proven itself to be a reliable source of door-to-door service for when one does not have one's own mode of transportation.""",4,2141,131,2017-03-15
"""I have asked several times from the tech support team   \"" where would I go to print up ALL_x000D_my receipts with Uber......Uber wants to charge me $1.00 join a service for that fee_x000D_THAT IS RIDICULOUS AND CHEAP OF THEM_x000D_THUMBS DOWN UBER   ZERO RATING FOR YOU""",1,2142,269,2019-06-05
"""Uber is one of the most shady unethical companies ever created. I stopped driving for them over a year ago, but decided to try UberEats as a delivery person. I figured it would be better because I wouldn't have to drive people - boy was I wrong. First, they take 35% of every delivery. Then they don't have enough delivery drivers so I noticed I was driving 15 to 20 mins to reach a restaurant (which you are not compensated for), to pick up an order that is being delivered to a location that may be 2 to 3 mins away. Giving the driver a whopping $2.86 for that delivery. I have also gone to pick up orders only to arrive at the restaurant, to find out the order was cancelled and Uber doesn't compensate the driver with a cancellation fee. The order still showed active in my app, but nobody took the time to notify me.""",1,2143,821,2017-02-27
"""When I used the Uber App to request a ride share from the ATL airport to an address, the economy rideshare quote was $28.76. After I booked the ride, I received notice that I was pooling with someone else, which was expected, but my fare increased to $36.00. Overcharged fare. When I contacted Uber customer support, the computer generated response stated that the fare was correct and refund would be given. When I replied with the attached supporting screenshots of the quoted fare and actual fare charged, I received the same generic information with no mention of the supporting evidence that was included submitted.""",1,2144,620,2017-05-30
"""Today I booked Uber cab at 7:55pm. Estimated time was 4min. He took long time to reach the location. As I am patient recently I have undergone surgery. Due to delay from driver I have to bear a pain and swollen. Who is responsible for same?""",1,2145,240,2019-02-28
"""I promoted Uber with my friends and gave free trips, I used more trips with money initially. At the time of using free trips, Uber disable all the free trips and not providing proper answer for their task. They are saying like promoting uber is your big mistake""",1,2146,261,2015-05-06
"""I have been a driver with Uber for the last two-and-a-half years. I have been through thick and thin with him and their customers doing bad things to me as a driver. I stop driving for them for a while and hope that things would change. They have upgraded the app so I tried to start driving again. They wanted a new picture of my license. I've uploaded it over 10 times, sent to them multiple pictures and they keep on saying poor image and then they won't approve it. And when I call him they have excuses on all its poor image. Part of it's always the same thing. They will never let you talk to a supervisor. Never let you talk to a manager. They never let you talk to anybody in charge. There's always people laughing in the background. They don't have no respect for their drivers and whoever is going to drive for them. They just need to stop because Uber won't back you up.""",1,2147,881,2019-01-15
"""I had the experience of being stolen from by an Uber customer, despite contacting Uber, using the police as legally expectations, Uber has declined to give the police the information they need to prosecute their thieving customer. It's sad that Uber came into the Kenyan market and is above the Kenya police. They have made it impossible to get reprieve on crimes committed by their drivers, and customers. To get to their security team is an email nightmare. They have no phone communication and have a confused staff who keep sending junk mail despite the complaints.""",1,2148,569,2017-02-22
"""My account has been blocked for no reason and without warning my Uber stopped working one day, and while I have been using other platforms, I have emailed them several times, I sent them my ID and the cc they asked for, I have contacted them through the app and Twitter and they keep passing the ball to each other and don't respond my questions or emails and 3 weeks later nothing has been resolved and no answer to my emails. Terrible service from such a company. I also learned that is illegal on of the countries I visited so won't be using ever there.""",1,2149,556,2019-03-01
"""Repayment of money taken from my account. On the 18 of Oct. 4 withdrawals were made on my account for a service that I did not order. This was clearly a fraud committed. Uber had given me the runaround ever since. I have sent them copies of the statements to show this. They keep saying that my email address does not correspond with the account or the email address initially used. How can it? I did not order the service.""",1,2150,423,2016-11-02
"""Requestrd a Uber lift in Santa Monica via their app and waitrd outside Hotel. No driver to be seen. Driver cancelled and chargeme 5 dollars via PayPal.  A scam!""",1,2151,160,2017-04-09
"""My wife had a foot operation and we used Uber in Miami against my wish, but the drivers had no training ie waiting for the passenger to get downstairs from their flat._x000D_We were over charged and Uber promised but we never got the refunds._x000D_The best option is to get a licensed cab where ever you may live, if you go to London ever, Uber cars are more expensive than black cabs in the rush hours and they don't know, even with GARMIN where they are going. PS ; Uber is valued in Billions on the stock market, because they get 15% of the cost of the ride worldwide everyday.""",1,2152,581,2016-12-04
"""Low customer support. Does not have professional customer service. Not proactive and well understand the issue but just promptly answer to meet timeline kpi. I have been contacted an issue for a year and it never been resolved. They assign multiple person to reply on an issue and none of them has just read through the previous email and just randomly answer the initial question by procedure. It makes me feel I am talking to a chat bot with low logical script and takes me too much time to explain in details what is going on. They even copy and paste exactly the same message they had sent to me for 4 times.""",1,2153,612,2018-03-25
"""Please, please use Lyft or a cab service. Uber is just awful. I had a driver verbally abuse me this morning, so I asked Uber for a full refund. They gave me a $5 credit, and basically said they don't think my situation warrants a full refund. Clearly this company supports abusive drivers over their customers. I will NEVER be using their services again.""",1,2154,354,2017-08-30
"""On Dec 4 2016 in the evening I ordered a Uber car. Address was on the corner of 16th street in front of the Union Square Cafe... Approx 7:30 pm... going to Penn Station. Two of us. We could not find the driver and I attempted to call him. He got frustrated and cursed me. He told me I was a \""** stupid person\"". His name began with a G. I was mortified. How dare he talk like that. I did contact you and never received a response. I was charged $5.00 twice on my PayPal account. I want him punished and spoken to. I also expect a refund for services I did not receive. After this incident I signed up for LYFT. I will try them out.""",1,2155,630,2016-12-15
"""I have always had a good experience with Uber. There was only one time when the driver drove way too fast. It seems as if he was annoyed to have to do this fair so early in the morning. But otherwise... Uber is great!""",4,2156,217,2018-07-11
"""While on vacation in Europe, my wife and I were in an accident in an Uber. It was clearly the Uber driver's fault. Very nice guy, accidents happen. When contacted by Uber they said they would refund our trip, duh. What about the time spent on scene (over an hour), the emotional distress of seeing the other party carted off by ambulance and having been in this traumatic experience. I was just looking for a few credits, not a federal offense. I was told there was no way to determine the amount of compensation for this type of thing. Time to start using Lyft.""",1,2157,562,2018-10-04
"""I don't like the Uber. Uber should be used as a personal driving tool for any type of driver. For one you use your own personal source of transportation to help the public where another public transportation would not help, or satisfy the need of the public. It sound like there is a lot of conflicting areas going on, and more work in progress, of some kinda get back.""",2,2158,369,2017-09-18
"""I needed to update my info in the app and it would not let me. I submitted a request to Uber and they refused to update my information saying they wanted my driver's license for proof of identity. They said in an automated email I have multiple accounts and I do not. They claim I'm a driver, which I am not. I have only ever been a rider. Now I have zero access to use the app and they refuse to communicate with me except through auto emails. I called the customer service line and the system tells me I'm not authorized to use the line because I'm not a premium user. This is BS. Horrible company and even worse customer service.""",1,2159,632,2019-03-18
