inputs,rating,id,word_length,date
"""I have had very successfully rides with Uber. Very dependable and safe drivers. Downloaded app is very easy to use. Responsibly priced and would definitely use them again.""",4,471,171,2018-07-16
"""Used Uber once. Great experience and great concept for getting around without a great expense. Thought about making extra money as a driver. Rules for personal safety are for me. Overall, good business.""",5,472,202,2017-09-21
"""Working 8 hours shift then I decided to do my grocery shopping and get Uber to take me home in a snowy night. When I requested Uber it was giving me another address to go there and wait for Uber on the main road. So when I could do that with having 7 bags of shopping then I would have taken a bus for $4 rather than paying $25 for the Uber. _x000D_It happened with me 3 times so I kept cancelling them and calling for capital taxi. _x000D_The place where I work is a big mall and I work there and do my grocery from loblaws then always tried to get Uber but didn't work with me for the last 3 times. _x000D_So I kept using capital taxi since then I was ur customer used Uber a lot. But not anymore.""",1,473,699,2017-03-07
"""I arrived in Las Vegas 2/21/17, called Uber - driver Judylynn - acted very nice etc. asked if I wanted to charge my cell phone. Not thinking that it wasn't necessary I gave it to her to charge. She dropped me off at a Hotel on the strip. I soon realized I left my phone in her car. Gone! - You can't get in touch with Uber by phone. She won't return it. I am going to call the LVMPD and report it stolen. And get the security video. This is Horse Manure!!! - What the hell is wrong with people (some). You're fired!""",1,474,515,2017-02-23
"""Uber mentions standard upfront charges for their pool rides but if the person you are pooling with cancels the ride, Uber will introduce dynamic charges and charge that extra amount to you. And i guess they even charge the person who cancels. So in a way Uber is making 2 way money. They charged me 3 times the normal charge for a ride where another pooler cancelled the ride. And now they are fooling me saying that since the distance travelled was more than what was entered originally they are charging me more. But actually distance increased because the driver had to pick up another pooler. Now this person didn't turn up. So entire money load comes on me.""",1,475,662,2017-06-09
"""The service was great, the driver was appropriately friendly, cost was good too. The car was clean as well. I appreciated the service. I have recommended the service and would use again myself.""",5,476,193,2018-07-17
"""I left my phone in the car during my last ride. I have been trying to contact them through the website for 12 days with no luck. It is obvious that every response is automated, and there is absolutely no way to reach a human at the company as a rider. Uber... where are you? You have failed me. I need my belongings returned.""",1,477,325,2019-08-15
"""A promotion was offered in my area to sign up as a driver for uber 200 dollars extra if 100 rides were completed in a month... I completed 100 rides in 10 daysbut never recieved my bonus... So i called uber driver support... Who hung up on me 3 times then transfered me arround their office as i asked to speak to their managers... With them all saying i never opted into that bonus program so i wouldnt be getting it... After i asked to speak to a manager for the third time the male i was speaking to said he was the highest up in management and that he had herd my problem amd wouldnt be doong a thing about it and that he didnt have any more time to spend on the phone with me and he hung up again....   Here i come lyft.... No wonder there arnt enough uber drivers... Now there is one more less.""",1,478,800,2018-09-18
"""I had a very unsatisfactory experience attempting to connect with an uberX driver in downtown Boston yesterday.  Frustrated and mad, I called the driver and cancelled.  A cancellation fee showed up.  I explained my complaint about the fee in writing on line to Uber and received an astonishingly prompt Uber response to my satisfaction.  I appreciate the response and expect to remain a frequent user.""",5,479,401,2015-11-05
"""My first ride with Uber went like this. The driver asked me what time my flight was. Naturally I wanted to get there early to check in beat the traffic and to make sure I would get through security on time. My Uber driver took that opportunity to drive around the suburbs to hike up the fare. so he could run into traffic. A 45 minute trip took 1.5 hours. I only made my flight because I sprinted through the airport. Uber sucks""",1,480,428,2016-03-04
"""I have a serious problem. For about two and a half months now, Uber has put a restriction on my instant pay. They first claimed this was because a customer informed that I never delivered her food. This is not true. I do not even know who this customer is. So I filed an appeal through Uber. Then I called back to follow up on the appeal, but then was told that the reason there was a restriction is because I changed my account information too many times. I asked why would this be an issue. If this is a 1099 business type, I have the right to change it as many times as I want. I have a 4.8 star rating and have been employed with Uber for about 3 years now and never had a problem. I have always represented them in a dignified and respectable way. """,1,481,753,2019-05-07
"""We booked a taxi from Leeds to Sowerby Bridge on Saturday. Before we got In the taxi we asked how much it would cost and the driver said he didn't know and you should have an email! We did not receive any message to tell us the cost, if we had we would  not of got in the taxi, it cost us 90 for what should of been a 32 trip! There were lots of empty uber taxis driving round waiting to pick people up, so the demand was not high, now I can understand d why there was, the inflated price of 2.8 is crazy and no need! I'm shocked disappointed and will not be using uber again, I do not agree with not been told the price before we got in, how can you charge someone without knowing the cost in first place! We had no choice but in to the car as it was late and cold, and we had already ordered it!""",1,482,797,2017-03-06
"""uber is the biggest piece of $#*! company. they have promised to send my \""lost\"" now \""stolen\"" phone since 8/26/16.   I have been stood up by the Uber driver that had it and Uber as a company has promised multiple dates to have my phone all unsuccessful. they refuse to respond to any of my responses. they are a horrible $#*!ing company that hires only people with zero morals and zero care for true customer concern. i will be calling action news with consumer affairs""",1,483,468,2016-09-10
"""Uber doesn't care about the drivers ,they lowe the fare n we make money for them buy our own gas n put our life at risk for you don't know who you are carrying around""",2,484,166,2016-01-15
"""I FEEL DEFRAUDED BY UBER! Today, I did Uber express for $2.78. The map to walk to the pickup point was COVERED IN UBER NOTICES plus what little of the map I could see lacked any street names next to me, nor did uber provide directions on where to walk, nor were the dots accurate (perhaps it wanted me to use the backdoor because those dots sure didn't make sense walking out the front door) and Uber did NOT provide an exact physical address for me to google. Worst, is uber provides NO WAY TO CONTACT THEM and now uber charges me a $5 cancellation fee for a $2.78 ride? Seriously - this IS fraudulent! I'm reporting this to the DC & Florida attorney general's and I will NOT use uber again until this is resolved in person by a real live uber person. Get a clue uber - This does not work but I will to make sure you do not do this to others or me again!""",1,485,855,2018-06-06
"""I requested an 8 mile ride in Boston on a Saturday night around 1:00 am that was coming up around $55 on the app and Lyft was around the same rate. Ended up taking a regular cab that cost me $20. Beware of high rates.""",1,486,217,2019-10-27
"""I ordered an Uber ride today going from Lafayette Street and Worth Street in lower Manhattan and going to New York Pennsylvania Station. I was instructed to meet the driver at the corner. After waiting for some time my mobile phone alerted me that the driver canceled. I then ordered another car and it said that the car would arrive in 8 minutes. After waiting about 20 minutes there was \""NO CALL and NO SHOW\"". I found myself having to take the subway of which I was trying to avoid. """,1,487,485,2018-10-26
"""My interaction with UBER support has turned out to be very unprofessional with an unfair final decision leading me to ask how can anyone count on such company to stand up for their well being and safety as a partner. UBER will not assist his partners in any safety incidents but rather take a step back and cut all ties whenever you as a partner find yourself in a situation that would qualify to be dangerous for your safety. I got assaulted, got some weird smelly liquid sprayed inside my car with no idea of what it was, a bottle thrown at me, my car kicked by that same rider (luckily there wasn't any dents), and then when I call the safety line to report the incident, my account got terminated for having to physically remove that rider when she tries to jump back inside my car while I am not even in it. \""God knows what her intentions were.\"" Do the math.""",1,488,863,2016-05-02
"""If I could give 0 stars I would. Uber has STOLE my MONEY and has made 3 unauthorized charges to my credit card. On top of that, they are not even taking responsibility for it and continuously keep marking my issue as resolved even though I have proof such as my bank statements. There is no phone number or place I could go therefore they are taking advantage of that. There are random charges on my credit card that total to over $30 and I did not use my Uber app for a few weeks. When I asked them to explain those charges they say they don't know and just ignore me and mark it as resolved. """,1,489,594,2017-10-29
"""First time using Uber on a very busy NBA All Stars day in Charlotte, NC. We needed to get to the train station so decided to use Uber - the driver took a little while to get to us (no fault of his due to all the security all around) but once he found us he was very cordial - price was right - no complaints.""",5,490,308,2019-03-08
"""Uber has been gradually allowing drivers with poor reviews to work for them. I have had safety issues and even a driver who was clearly under the influence, among other safety issues Re: Uber drivers. When I've canceled a ride due to low review scoring by other passengers, they have charged me cancellation fees and refused to refund me the $2. This happened three times in a row where I cancelled those trips within less than 24 hours.""",1,491,437,2017-03-09
"""Requested an Uber from hotel on the beach to the airport, about a 45 minute drive. While I was waiting I noticed a car similar to the one I was expecting pull up and three people jumped in. Waited a little longer and then noticed that I was on my way. Someone else had taken my ride. To add insult to injury I couldn't request another Uber until that ride was done, and I got charged for it! No response as yet from Uber, I wonder how long it takes for them to respond. The driver obviously didn't verify who he picked up.""",1,492,522,2018-09-03
"""Hi, Uber wants access to my photos, camera, wifi etc, WHY?_x000D_can understand phone number and payment details._x000D_My partner was going to sign up but didnt like how much information they wanted from him.""",3,493,209,2015-10-31
"""At about 11pm my friends and I ordered an uber that was about $30. At 3am i ordered another uber to go back to our initial destination in which we took the same route, same distance, same everything and it was $86.!!!! On top of that, it was my first ever uber ride under my name and card so I SHOULD have received a first time uber user free ride, but the app never gave me one... So obviously I googled a different promo code that gave me $15 discount. So my uber fare would have been $100! I might as well have taken a taxi or risked driving my own car for 3x cheaper than uber. I thought uber was supposed to be a cheaper, easier, efficient alternative to getting a taxi or even renting a car? I will say my experience was polar opposite. I'm never using uber under my name ever again. My driver was nice though, a nice car too. But he took 15 minutes longer than my first driver and he barely spoke English. He also took 10 minutes longer than the ETA to get to us._x000D_So here I am emailing uber back and forth asking them to honor their first time user free ride. $86 is NOT WORTH IT.""",1,494,1093,2016-01-18
"""If I could give them a minus 10 star I would. I have used Uber in many occasions. This was by far the worst and still ongoing problem. I recently was in Denver, took Uber to airport as early morning flight. That was January 7th, I was billed $41.58 plus tip. It was originally a hold on my credit card and a charge several days later. On Feb 2nd I was notified that my Uber receipt was updated. Looked at my credit card statement online and saw an identical charge with identical trip number charged to my account almost a month later. Contacted Uber by the app which went to someone in India that claimed they had a glitch in their system and I wasn't charged for the trip in Jan 7.""",1,495,683,2019-02-13
"""Uber did not get my payment because the credit card was outdated. I would like to solve the matter but have not been able to do this on line. I am not going to spend 10 hours on line trying to figure this out since I am not that technical. A number to reach Uber would be nice._x000D_The only reason I gave 3 stars was because the driver was great. Customer service??????????...There is absolutely no customer service!!!..really..none! You will never ever be able to speak to anyone. If your question is not in their category of FAQ's then forget it. So how does that make you feel as a customer?  Sounds to me like they don't want to talk to the people who are making their business grow. They are now on my do not call list.""",3,496,726,2016-05-22
"""tried Uber X as a Driver in Atlanta. Big major mistake. Passengers were verbally abusive. Pick up location was always wrong. When and after the passenger gives you direction to where they were going they turn around and complain to Uber and they get a great discount at my expense. A 25 buck fare can easily be lowered to 16 bucks and there is nothing you can do. Anything worst would be working for free. Never again. Live and learn.""",1,497,434,2014-05-31
"""The drivers, of course drive extremely fast. To get to no-where, then they will scam you by adding extra charges to your ride. Some will even put you out. The also have some drivers with filthy and nasty vehicles. They will hire anybody.""",1,498,237,2019-04-10
"""Driving for Uber is depressing and not satisfying. I would say 20% to 30% of people are completely irrational and have unrealistic expectations. Driving rich, hollow, and entitled people in my car is not a joy. After making a small comment to a rider about living on a hill I was asked to turn up the radio immediately. I laughed at how rude the exchange was. I picked up a lady from a BMW dealership. She told me the dealership booked her a ride. She immediately told me she was not pleased with the car, that she likes nice cars even though the car is clean 2015 Honda Civic.""",1,499,577,2016-12-29
"""Had good experiences with Uber of late.  The website and app are wicked.  Easy to use, customer journey is great and the cabs are on time and all the drivers so far have been brilliant.  THanks Uber""",3,500,198,2017-05-14
"""I am being charge for a fare with Uber that is not mine. They keep telling me that a payment method that I used is associated with another account, so therefore the fare that has not been paid is mine. Then when I asked them to do research, they sent me an email that said for me to log back in using my email address. When I did that, they completely removed my account and gave me the account that was associated with the fare that had not been paid. When I told them that this was not my account. They emailed back and said it was and that the fare was consistent with other fares on my account. I told them this is incorrect. The account that was mine, I had used mine as early as 12/14/2017. This account was had not been active since 3/25/17. They refuse to remove this account from under my name.""",1,501,803,2018-01-22
"""I began to sign up with Uber thinking it would be a good way to get some money. For some reason they could not read my registration. The many texts regarding this has been annoying. To the point that I asked that they stop texting, emailing, calling. this was the wrong thing to do since I have had so many texts all night from them. I just wish they would leave me alone.""",1,502,372,2015-09-04
"""I was a Uber driver .1st Uber took money from the trips we get ,they took the surge from us ,(uber eats drivers)and the extra money they would let us earn ,they used to have it to where if you finished your bonus before the weekend ,Uber would give you another bonus for the weekend ,now they just have it to where you do 70 trips (185$)you do the remaining 50 ,you get the remainder of the money which would be (120$),and the other thing for me is everytime you get close to hitting your bonus (either 1)they will sit up there and have the nerve to put you on ice ,in other words not give you any pings  and also Uber will tell you how long it's going to take you to get to the restaurant or customers house and for some reason to me ,it's been a few times where I could have swore Uber was wrong on the distance .I used to love Uber but now that I see they don't give a $#*! about there drivers ,really $#*!ed up on Ubers part""",1,503,928,2019-05-09
"""Uber, for JFK your pools should only be with other at airport passengers going to Manhattan. Not take an airport passenger in a local passenger only going 2 miles adding 45 minutes to the trip to get off the main route to the city.""",3,504,231,2017-05-13
"""Had a Uber car pick my wife and self from 701 S Olive Ave Florida from ride to airport which is 10 minutes away. The fare posted was $7.55. The driver put in a false claim for spilled coffee in back seat. Absolutely false and attempt to claim damages from us. Car was clean when we entered and left. Wasting time having to communicate with Uber.""",3,505,345,2018-11-22
"""Their service was quick efficient and easy to use. When my car reaches the end of its lifetime I will switch completely to this new system. I think this is why car companies are running into difficulties selling cars.""",5,506,217,2019-03-08
"""I have contacted Uber 8 times over 2 months about a driver that STILL HAS my phone to this day. Their answer, long story short? Deal with it, not our problem. It's incredible for a company this huge to provide such horrible customer service. There's no number you can call them to in Australia. Literally no way you can TALK to one of their customer service staff. Each and every single time I opened a helped ticket, it was closed before the issue was resolved, making it impossible for me to contact whoever I talked to before, and making me go through all the steps to contact them once again. Never using Uber again.""",1,507,620,2019-03-13
"""I've been driving with Uber for 3 years, I've given more than 6000 rides, I have more than 3000 5-star. My account has been deactivated for two weeks for background check. My background check came clear and still my account is deactivated. Every time I call the support they say I have to wait 24-48 hours. They don't care about us. They treat drivers like **. If you don't wanna be insulted don't drive for Uber. I'll never drive Uber again and I deleted my driver and rider apps. I lost more than 2000$ because of them and my credit score went 50 points down because I'm behind on my bills.""",1,508,592,2018-04-28
"""You implemented Google SSO in your app but you left it bare on your website? Why? What kind of classless PMs do you employ who bask in the kinks of a broken space-time continuum?_x000D_Their taxi service however is unparalleled.""",2,509,228,2016-11-06
"""When I retired I applied to Uber as a delivery person (just starting in my area) and a driver. Many emails later from many different people, they said they did not choose to partner with me due to my 'background' report... which I have a copy of that says \""no issues\"". Suffice it to say I have been a good citizen for many many years - no marks on my license, no crazy behaviors that would get me in any trouble. I raised two nice kids and am a grandparent. Could it be my age?? No matter, I'm driving for Lyft and had zero issues at all signing up with them or driving with them... Uber will ultimately fail and I can't wait to see it.""",1,510,636,2016-09-15
"""I been using Uber for a while. I had to go grocery shopping and the trip from my home to the grocery store. Stopped on the way to mail my rent out. Put it in the outside box. The trip was like 1 1/2 miles. I was charged 9.99. BUT my ride home from the grocery store, they charged me $33.00 and change. What a ripoff! Same distance when I was going there. I wrote them and complained and they wrote me telling me they weren't giving me any kind of refund. That is so unfair. Yes, big ripoff!!!""",2,511,492,2019-01-10
"""I WAS ENVOLVED IN A CAR ACCIDENT WITH AN UBER DRIVER TOTALED MY CAR I HAVE BEEN ON THE PHONE WITH THERE INSURANCE COMPANY FOR THE LAST WEEK AND THEY REFUSE TO GET ME A RENTAL CAR SAYING THAT  SHOULD PAY FOR IT THEN THEY WILL REIMBURSE ME THATS BS I DID NOT ADD A RENTAL CAR INTO MY BUDGET NOW I AM STUCK IN THE HOUSE WITH NO TRANSPORTATION NOT TO MENTION MY HAND IS FRACTURED! I HAVE USED UBER AM I AM DISQGUSTED HOW THEY TREAT THE PPL THEY CAUSE INJURY TO""",1,512,456,2015-09-19
"""crappy company, should be zero stars, treating drivers poorly will get you no where, no wonder your turnover rates are 65 percent and climbing, sooner or later you won't have any drivers come pick up your customers, America needs to wake up smell coffee and learn that i bet is one big Fraud!""",1,513,292,2015-05-16
"""You can close this business and search for better one._x000D_Free Ride concept is also fraud......_x000D_You cannot stand in good possession._x000D_We all IT peoples are hate UBER.............""",1,514,192,2015-08-03
"""I was run off the road yesterday by a car with the Uber sign in the window. Make sure this guy isn't your ride Licenses number 7JXD538. It happened at Powell st. and 580 at 10:37 in the morning. He then even gave me the finger! The guy in the back seat looked quite nervous.""",1,515,274,2016-11-15
"""I used uber for the first time last night and was quoted $41 it was going to cost me and when I got home and the driver showed me how much it cost and it was $116. The driver could not believe it and neither could I. Been fighting with uber back and forth over email. I just want to talk to someone and not this email $#*!. NEVER TAKE UBER""",1,516,339,2015-10-04
"""From 9-11 August 2016, a total of 12 fares totaling $476.41 (which including foreign transaction fees) were debited to my Mastercard via my Uber account for rides in and about Montreal Canada. I live in Perth Western Australia and never been to Canada. The length of my Uber account password precludes the possibility of account compromise. It appears something is amiss with Uber's debiting of accounts and unacceptable intrusion into my account. Uber have refunded all of the fraud transactions and bank foreign transaction fees.""",1,517,531,2016-08-14
"""Noticed activity on my iPhone today saying that my Uber ride was en route - well that was interesting as I was working from home and had not called Uber so I cancelled it without thinking anything was wrong. Went to drive my car to yoga and a new message comes up about my Uber driver is en route! Now I am curious so I go into my account and see that there were several rides since midnight - one for nearly $500. the interesting part was they were in Detroit and I am in Atlanta and had not been to Detroit in over six months and I always rent a car when there. In any case I send a message that I think there has been fraudulent activity and briefly explain what is going on - no response nothing! So I call the driver that is supposedly picking me up and tell him that I am in ATL that this is a fraudulent ride - he hangs up on me. """,1,518,837,2016-06-01
"""worst service_x000D_i had booked cab from kondapur to Chilkur Balaji temple,they accepted booking but when driver came and asked were to go when i said to Chilkur Balaji temple_x000D_then the driver is not ready to come with us.he reply's they don't provide service out the city and i have to cancelled my cab and they charged me for cancellation charges also_x000D_this is very disgusting thing i ever faced from uber_x000D_when they don't provide service to the area.then how can they accept the booking""",1,519,505,2015-08-15
"""On vacation in Hollywood, Fl a month ago and needed a ride to Miami Cruise Port. DoubleTree Hotel recommended an Uber ride to Port. Signed up, created account, and driver arrived across street. No worries, we pulled our luggage to her. She was a young Spanish girl, barely spoke English, beautiful new car. Off she went on interstate, barreling along UNTIL traffic called to a screeching halt. She slammed brakes, skidded into left lane and with horns honking, barely missed getting hit from every direction. She shook her hands upset and started up again with traffic.""",1,520,569,2018-05-15
"""Maurice Heyliger in Atlanta area - THIS IS YOU BUDDY!  Quote a 40 dollar ride and then upcharge to 150+ afterwards.  Nicely done. _x000D_As you can read from the posts this seems to be a standard business practice.  Next time on Shark Tank you can thank that POS Chris Sacca that says he invested in Uber all the time.  This company will eventually fail on its own or be sued into oblivion.""",1,521,390,2016-02-24
"""April 13, 2018 | UberX. 04:59pm | 2550 NW 2nd Ave, Miami, FL. 05:26pm | 1731 SW 8th St, Miami, FL.\""""",1,522,99,2018-04-24
"""Thanks for ripping 60 bucks out of my bank account 4 months after the rides took place. Rides took place in June and July. 4 months later, October 27th you take money out of my account. I already paid it once.""",1,523,209,2018-10-27
"""I took my first Uber in Atlanta this weekend, and I have to say I was highly impressed! The whole ride cost $19.96, we were picked up in a very clean late-model sedan, the driver was very nice. I felt very safe while he was giving us about a 15 minute ride to a suburb of Atlanta! Same ride would've probably cost nearly $50 with a cab!!! I will take Uber whenever I can!""",5,524,371,2016-11-23
"""I took an Uber in the terminal to my house. The bill was 27.00. Later on I checked my credit card and I was charged with 150.00 cleaning fee!! It was me and my wife in the back seat. The driver put the luggage in the trunk. I emailed Uber immediately, and they send me a picture of a back seat full of garbage, rocks, food, etc. I explained the situation, I called my bank. Finally they apologized to me and they promised me a complete refund. Please, from now on, take a picture of the car before and after. This drivers use any kind of strategy to charge you 10 times more money. Be advised. Thanks.""",2,525,601,2017-01-22
"""My experience is much better than many of the reviews. The drivers I have had are friendly and helpful. Several times there has been a problem with the software but fare adjustment was done right away. I sent emails to customer support about problems in the software that had the driver going around in circles trying to get the software to start -- Resulting in me being charged $9.00 too much. I emailed customer service and received an adjustment to my debit card within 2 hours. No car company can be on time all the time especially in traffic. I live outside the city and commute to high traffic areas. I find UBER to be MUCH more reliable than yellow cab.""",1,526,661,2015-11-28
"""This is a reasonable service.  However, they intentionally DO NOT have a way to reach the service or the driver.  As a result if you've forgotten something you're out of luck.  For example, my dealer uses Uber.  The driver was quick and efficient.  As I got out of the car and thanked him, he drove way.  No problems,  but just then I patted myself down and realized by bluetooth  (with charger) had fallen from by pocket.  I could see him driving down the hill but he did not see me.  I quickly asked the service manager to call the Uber driver (thinking I could catch him before he turned onto the main road.  NOPE!  We don't know how, after 45 minutes of keystone copism I have an email to a Brittany.  No phone number and then after much research if find out there is NO phone number, intentionally.  So, while I tried the \""contact us\"" mode that didn't work.  and it turns out Uber is satisfied with not hearing from it's customer in the event they REALLY need to be reached.  Caveat Emptor!""",2,527,995,2017-05-20
"""I never used UBER in Florida or anywhere... but somehow... they charge recurring charges on my debit card in California... go figure... This UBER is pure SCAM.""",1,528,159,2015-11-03
"""Uber gave me an estimate of $17.68 off its app. Driver picked me up, no traffic, he didn't know where he was going, and I ended up getting charged $23.70. That's 33% higher than the estimate. Unacceptable. Next time: Lyft.""",1,529,222,2017-07-05
"""Driving for Uber was a bad experience. There is one enrollment office in South Florida and you are treated like cattle. When you become a driver, your app does not always work. There is no follow-up system that allows review of drives completed and so verify your earnings. Phone calls are not answered and messages are not returned.""",1,530,333,2017-04-28
"""The company is unprofessional period. They don't care about safety. The people who talk to u sound like they're automated or reading a script. They do not care about u at all. The money is not worth it. The company scams you out of money with the gas card which is crap. Do not work here it's not worth it. A lot of people are leaving it.""",1,531,338,2017-07-24
"""My account has been suspended by Uber (I don't know why), there drivers are always late, poor quality cars and a costumer support which never replies to your emails. _x000D_A big no to Uber,_x000D_your days in India are counted._x000D_May your company get dumped, Uber.""",1,532,269,2016-03-16
"""My wife after having cervical cancer had to have because of chemo and radiation to have her knee replaced in April of this year. As she was coming out of the doctors office on 25th Street and Park Avenue she had a hand up waiting for a cab and Google driver pulled up to her and after asking her where she was going (where she was going was the Port Authority), he weighed two handed her as to dismiss her and told her to take a yellow cab because it be cheaper and almost ran over her foot and driving away.""",1,533,508,2015-12-10
"""I have used Uber in Miami Beach, Rio de Janiero, and Costa Rica. It is fast and convenient to get a car to my location, and the fact that there is no guessing what the cost of the ride is going to be is simply excellent. What I really like the most is the fact that you know who your driver is going to be and what type of car he is driving.""",5,534,341,2017-03-16
"""I WAS a very loyal Uber customer in the past, especially when I lost my car so I used Uber on a daily basis coming to and from work. Well today I needed a quick ride to get a quick bite (husband was using my car) so I decided, â€œHey why not use Uber.â€ I had heard they jacked up the prices but I never imagined I'd pay 50$ for a 7:00-minute drive. Yes my bill was 46$! THAT IS RIDICULOUS! Never will I use this company again. They are just ripping people off at this point.""",1,535,476,2017-10-24
"""Requested Uber to come to pick me up. The driver never showed up but they charged me cancelation fee! Scumbags! The driver never answered the phone. They just sent me the bill for cancelation! I didn't cancel it! UBER DID but they charged me regardless. AVOID LIKE PLAGUE!""",1,536,272,2018-11-10
"""First off. Almost impossible to try and find a way to send in a technical question. Once I got someone they totally misunderstood my issue. Then assigned it a \""RESOLVED\"" tag (when it WASN'T!!!), then discontinued contact. NEVER HAD MY ISSUE RESOLVED AND NOW THEY WONT RESPOND. This company is WAY TOO DIFFICULT to deal with. Giving up. Just gonna stick with Yellow Taxis from now on.""",1,537,383,2017-08-13
"""My sister and I had a quick ride from one bar to another on Saturday night in LA County. The driver dropped us off right by the bouncer who can confirm that neither of us was drunk and driver didn't have any interaction with us when we were leaving/expressed concerns. We had no liquid on us as well (if it is a spill). Later I found out that I was charged $200 cleaning fee. I reached out to Uber who sent me a picture of the wet seat. This mess does not belong to me however Uber still charged me a cleaning fee. They trust their driver but not their customers. I strongly believe that it is the way for Moustafa (my driver) retaliated against me because he believed that I would give him poor ratings since we had an unpleasant talk that night. Earlier that night he picked up wrong people and made me wait for over 20 minutes to come back pick me up. This driver is lying.""",1,538,876,2016-02-29
"""Worst experience I have ever had with customer service, and being screwed over with my money, and my time. With uber taking up to 25% of fare (which I am ok with and agreed to) They should by far be able to hire a few people to answer phones and solve problems. The fares randomly change with no explanation and no response from suppprt. A $25 far turns to a $20 fare out of thin air, and then on top of the missing $5 uber takes its 25%. Great idea and easy app, but many bugs and zero customer support to fix the issues. Just my though, but I was under the impression that the uber fee was for using their technology. Seems to me they need to take a little bit of that money out of their pocket and hire some people to help! _x000D_Ps. Not looking back for errors, why waste more time after 30 emails and no help.""",1,539,815,2015-10-20
"""Uber owes me over $600. They say I must have a checking account even though they have put money in my savings account after my first complaint. I do not have a checking account. They are illegally holding my money and I am hoping to get a class action against them. Lee from Austin""",1,540,281,2015-06-26
"""Very pleasant drivers, very clean cars, great price too. Overall excellent experience. I will use again and recommend my family and friends to use Uber.""",5,541,152,2018-07-31
"""We used Uber for the first time in Panama City Beach last weekend. All three drivers were wonderful. We had a blast. The first driver was so sweet and smart, his daughter called him while we were driving and he would not even talk to her because he was on the job, second guy was sweet and country and professional, third was a female, very sweet and took us right to our motel. We will be using them on our next trip. I don't get the bad reviews but I was in Florida so people may be nicer there. Thank you Uber.""",1,542,513,2018-05-01
"""I've only needed to use a car service about 4 times a year - I have an SUV. Yellow or green cabs are rare in the northern tip of Manhattan. Uber has been consistent with quality cars, very pleasant and professional drivers and no hidden fees. Highly recommend.""",5,543,260,2019-03-21
"""I recently took an Uber and was checking my trips the next day and see that I was being charged a cleaning fee of $150. My driver's name was Michael and picked me up in Delray Beach Florida and dropped me off in Boca Raton Florida. The ride cost $18.42. When I asked Uber through the Uber help I was advised I was being charged a cleaning fee. I then received pictures of vomit that was on the seat and the floor. This was something that I absolutely did not do. I have asked that the community manager in my area call me and I have not received any response. These pictures that were submitted were not from me. I feel violated and feel nothing I can do but dispute these charges with my bank.""",1,544,694,2017-08-17
"""Awesome for going out with friends and no one wants to drive because we're drinking. Show you the driver's face and make of the car so you know exactly who's picking you up.""",5,545,173,2018-07-16
"""I am shaking as I write this post. I had to pull over to gather my thoughts. As I was driving west on century just outside the airport an Uber driver (black Prius, I believe-or something similar) turned right on to century directly in front of me and another car. We both slammed on our breaks and swerved to the left to avoid an accident. As he approached my right side, he rolled down his window and gave me the middle finger while yelling at the top of his lungs saying \""** YOU, go back to your country.\"" I'm sorry, I was born and raised in LA. I have white skin with blue eyes. My son has blonde curly hair. Do we stand out as foreigners? Even if we did, would that be a bad thing?""",1,546,685,2016-09-21
"""While it is wonderful to be able to get a driver with a \""tap\"" of your finger, there is much more behind the ease of the process. I was a driver or a \""partner\"" as UBER likes to call us. I drove for UBER for approximately 3 years without incident. However, their support throughout the three years is nothing I have ever experienced. It's predominantly offshore and only app driven. You cannot speak to anyone and the support \""messages\"" or solutions are all canned or templates. There is no humanity for \""outside the box\"" incidents. I recently had an incident on the freeway while I had a rider in the car. A motorcycle was \""lane splitting\"" (in California) and deliberately punched my drivers' side mirror. When I reported this to UBER, they deactivated me and cited I was an unsafe driver. Again, I never had any other reports.""",1,547,826,2017-10-18
"""Uber has no method for allowing users to establish accounts with phone numbers that do not receive SMS messages. As a result, none of the apps I downloaded will work, and I cannot request rides. Their helpdesk has not responded to me with any useful information.""",1,548,262,2018-12-18
"""In June, I ordered an Uber car to pick someone up at Marseilles Train Station and bring them to an address that was one hour away. The screenshot of their quote showed that the cost would be between 192 and 254 Euros. There was absolutely no mention of a surcharge. They then charged me 471.02 Euros ($742.47 CA) saying the ride was at a high traffic time. It was 10:30 pm at an almost deserted train station. """,1,549,410,2018-09-18
"""Uber rides have always been convenient, plentiful and prompt. All rides have been with good and friendly drivers. Always been impressed with the cleanliness and newness of the vehicles I've ridden in.""",5,550,200,2017-10-11
"""I made an order through Uber Eats. After waiting around for the driver who didn't respond my ordered was cancelled and they kept my money. Avoid ordering through them at all costs. They will keep your money and not deliver services.""",1,551,232,2019-01-26
"""Why is Uber such a fraud at pricing and worst at customer service?Please answer it.Being Billion Dollar industry and using treachery and fraud to charge customers?What happened to convenient ride at economic cost??For 2.5 km you might pay 100-120 Rupees(Indian)?Why because its peak time.IS it??I don't see any traffic on the road.Lol!! Their tantrums are worst than 11-year-old...I don't know what training their drivers receive.All they want is incentive and no attention to customer convenience""",1,552,497,2016-04-15
